Dim1,Dim2,Dim3,Val
battery,p84,2050,-665892.2363
battery,p85,2040,-17550.81247
battery,p85,2045,-143282.4998
battery,p85,2050,-595368.1122
battery,p86,2040,-1402.171404
battery,p86,2045,-94214.9033
battery,p86,2050,-277529.8017
battery,p87,2040,-4403.245366
battery,p87,2045,-206859.0564
battery,p87,2050,-594167.718
battery,p88,2045,-11447.01674
battery,p88,2050,-941024.7601
battery,p89,2018,-6.917647059
battery,p89,2022,-6.917647059
battery,p89,2028,-134.5436624
battery,p89,2030,-184.82359
battery,p89,2045,-168768.1235
battery,p89,2050,-205685.9149
battery,p90,2040,-253.3727065
battery,p90,2045,-593358.4697
battery,p90,2050,-2520095.674
battery,p91,2040,-174.3811927
battery,p91,2045,-106132.2082
battery,p91,2050,-131350.7289
battery,p92,2050,-1051683.806
battery,p93,2040,-172586.0214
battery,p93,2045,-154475.2635
battery,p93,2050,-239472.8521
battery,p94,2016,-6.917647059
battery,p94,2045,-94459.29285
battery,p94,2050,-1207406.797
battery,p95,2045,-188362.0147
battery,p95,2050,-1187673.963
battery,p96,2045,-644575.4478
battery,p96,2050,-1474149.191
battery,p97,2040,-43286.26087
battery,p97,2045,-658219.025
battery,p97,2050,-4305669.914
battery,p98,2018,-609.7079351
battery,p98,2020,-631.306182
battery,p98,2022,-645.7307521
battery,p98,2024,-631.2613151
battery,p98,2026,-683.4956108
battery,p98,2028,-683.4956108
battery,p98,2030,-9865.711424
battery,p98,2035,-230937.2703
battery,p98,2040,-439676.0781
battery,p98,2045,-1824172.626
battery,p98,2050,-3292962.707
battery,p99,2045,-231819.7466
battery,p99,2050,-1688727.74
battery,p100,2040,-1821.284206
battery,p100,2045,-6409.147125
battery,p100,2050,-11090.31368
battery,p101,2030,-1876.513573
battery,p101,2035,-4463.34419
battery,p101,2040,-164310.1487
battery,p101,2045,-651082.9528
battery,p101,2050,-550654.0615
battery,p102,2035,-8308.132576
battery,p102,2040,-9347.333327
battery,p102,2045,-177248.7963
battery,p102,2050,-1198520.995
battery,p103,2045,-1693442.151
battery,p103,2050,-1478969.089
battery,p104,2022,-0.303632823
battery,p104,2030,-179.4023977
battery,p104,2035,-11107.23451
battery,p104,2040,-71576.44393
battery,p104,2045,-502093.9998
battery,p104,2050,-746661.19
battery,p105,2012,-518.0582652
battery,p105,2014,-213.2201579
battery,p105,2016,-310.1378388
battery,p105,2018,-216.7516229
battery,p105,2020,-287.1225016
battery,p105,2022,-334.2687756
battery,p105,2024,-446.1231939
battery,p105,2030,-20177.15944
battery,p105,2035,-91544.61762
battery,p105,2040,-610768.3612
battery,p105,2045,-1376980.389
battery,p105,2050,-1240881.262
battery,p106,2020,-0.065560907
battery,p106,2022,-0.049815174
battery,p106,2024,-228.4515888
battery,p106,2026,-2535.704671
battery,p106,2028,-10691.19185
battery,p106,2030,-12673.46669
battery,p106,2035,-12242.4828
battery,p106,2040,-112303.3619
battery,p106,2045,-496469.4858
battery,p106,2050,-475678.0875
battery,p107,2020,-88.35084294
battery,p107,2022,-104.8904106
battery,p107,2024,-182.1120671
battery,p107,2026,-135.3415899
battery,p107,2028,-283.908204
battery,p107,2030,-92.03955405
battery,p107,2045,-779018.2398
battery,p107,2050,-822372.2337
battery,p108,2035,-11238.94616
battery,p108,2040,-190993.0489
battery,p108,2045,-674790.9467
battery,p108,2050,-683082.5978
battery,p109,2040,-60290.63544
battery,p109,2045,-246275.5042
battery,p109,2050,-470655.2464
battery,p110,2040,-3085.108358
battery,p110,2045,-18361.55433
battery,p110,2050,-30232.8481
battery,p111,2040,-196058.5105
battery,p111,2045,-861459.0052
battery,p111,2050,-2739806.929
battery,p112,2012,-351.8004635
battery,p112,2014,-282.3563185
battery,p112,2016,-299.0937111
battery,p112,2018,-252.0375943
battery,p112,2020,-82.97537127
battery,p112,2022,-29.54613278
battery,p112,2024,-25.94305946
battery,p112,2026,-31.62567269
battery,p112,2028,-298.5331929
battery,p112,2030,-2375.523401
battery,p112,2040,-321231.5755
battery,p112,2045,-750457.9777
battery,p112,2050,-3768554.139
battery,p113,2014,-0.716154525
battery,p113,2016,-0.016310004
battery,p113,2018,-0.395984478
battery,p113,2028,-150.7197647
battery,p113,2030,-3666.802918
battery,p113,2040,-130111.1833
battery,p113,2045,-492823.51
battery,p113,2050,-1950439.977
battery,p114,2030,-258.2033808
battery,p114,2040,-5019.237874
battery,p114,2045,-35788.73776
battery,p114,2050,-479735.5977
battery,p115,2040,-30308.45105
battery,p115,2045,-158280.1553
battery,p115,2050,-679585.3073
battery,p116,2012,-864.8831083
battery,p116,2014,-288.8291568
battery,p116,2016,-351.3775135
battery,p116,2018,-156.9737842
battery,p116,2020,-49.95903062
battery,p116,2028,-126.231124
battery,p116,2030,-1283.677788
battery,p116,2040,-30080.25203
battery,p116,2045,-233938.327
battery,p116,2050,-421877.9665
battery,p117,2040,-15919.53465
battery,p117,2045,-47517.95768
battery,p117,2050,-153787.8968
battery,p118,2045,-211938.7653
battery,p118,2050,-513821.0189
battery,p119,2040,-26241.99675
battery,p119,2045,-240870.1085
battery,p119,2050,-309805.2347
battery,p120,2040,-6060.52553
