Dim1,Dim2,Dim3,Val
battery,p68,2040,-495104.3981
battery,p68,2045,-389958.6534
battery,p68,2050,-621132.6484
battery,p69,2030,-12926.94932
battery,p69,2035,-128462.2069
battery,p69,2040,-132898.0686
battery,p69,2045,-132041.2223
battery,p69,2050,-38691.76688
battery,p70,2035,-859710.142
battery,p70,2040,-1055337.843
battery,p70,2045,-1295006.539
battery,p70,2050,-1091109.449
battery,p71,2035,-146523.8766
battery,p71,2040,-122117.6858
battery,p71,2045,-147427.2802
battery,p71,2050,-88631.30263
battery,p72,2035,-457478.2031
battery,p72,2040,-723595.2759
battery,p72,2045,-466525.0166
battery,p72,2050,-636586.7578
battery,p73,2035,-247253.8718
battery,p73,2040,-250293.7601
battery,p73,2045,-269437.8372
battery,p73,2050,-122451.1145
battery,p74,2035,-224733.075
battery,p74,2040,-255688.9878
battery,p74,2045,-246772.2193
battery,p74,2050,-135737.8358
battery,p75,2035,-205542.159
battery,p75,2040,-465262.8122
battery,p75,2045,-433226.4524
battery,p75,2050,-408737.7189
battery,p76,2030,-25735.1282
battery,p76,2035,-674164.5593
battery,p76,2040,-733268.8512
battery,p76,2045,-743155.9251
battery,p76,2050,-613132.4325
battery,p77,2030,-222.0977705
battery,p77,2035,-50301.56555
battery,p77,2040,-57634.12477
battery,p77,2045,-60089.69224
battery,p77,2050,-202906.4295
battery,p78,2030,-9054.851547
battery,p78,2035,-138873.8832
battery,p78,2040,-158258.7941
battery,p78,2045,-143020.0984
battery,p78,2050,-117304.1268
battery,p79,2035,-1464280.815
battery,p79,2040,-1600101.944
battery,p79,2045,-1550271.504
battery,p79,2050,-1106310.576
battery,p80,2014,-945.1708882
battery,p80,2016,-756.6443157
battery,p80,2018,-462.7264449
battery,p80,2020,-240.5490947
battery,p80,2022,-154.9098899
battery,p80,2024,-150.3444777
battery,p80,2026,-92.63591277
battery,p80,2028,-51550.32391
battery,p80,2030,-54333.44632
battery,p80,2035,-1337396.5
battery,p80,2040,-1837697.227
battery,p80,2045,-1422914.691
battery,p80,2050,-3054373.694
battery,p81,2035,-187503.5531
battery,p81,2040,-1070853.552
battery,p81,2045,-1140076.617
battery,p81,2050,-1137158.391
battery,p82,2035,-397293.5297
battery,p82,2040,-422202.665
battery,p82,2045,-450610.8929
battery,p82,2050,-354108.7053
battery,p83,2035,-524725.9714
battery,p83,2040,-897756.5622
battery,p83,2045,-956682.9424
battery,p83,2050,-783359.9241
battery,p84,2035,-471606.8425
battery,p84,2040,-856179.494
battery,p84,2045,-836905.084
battery,p84,2050,-1029976.832
battery,p85,2035,-65343.99964
battery,p85,2040,-311866.8324
battery,p85,2045,-465466.703
battery,p85,2050,-505271.9412
battery,p86,2035,-240603.5879
battery,p86,2040,-387198.5935
battery,p86,2045,-456651.5118
battery,p86,2050,-783325.8793
battery,p87,2035,-54566.09794
battery,p87,2040,-207931.1876
battery,p87,2045,-354929.6518
battery,p87,2050,-559118.0837
battery,p88,2035,-283751.2226
battery,p88,2040,-321033.4873
battery,p88,2045,-424716.6148
battery,p88,2050,-339969.332
